	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
4891	TX	2017.0	3	Numerical Representations and Relationships	3.2(C)		1	The point on the number line represents the amount of money needed to build a garage.  Which statement best describes the amount of money needed to build the garage?	The amount of money needed is more than $5,000.	The amount of money needed is less than $4,000.	The amount of money needed is about $5,000, because the point is closer to $5,000.	The amount of money needed is about $4,000, because the point is closer to $4,000.		The point on the number line represents the amount of money needed to build a garage.  Which statement best describes the amount of money needed to build the garage? The amount of money needed is more than $5,000. The amount of money needed is less than $4,000. The amount of money needed is about $5,000, because the point is closer to $5,000. The amount of money needed is about $4,000, because the point is closer to $4,000.
4892	TX	2017.0	3	Operations and Algebraic Thinking	3.4(H)		1	In math class 5 students split up 65 flash cards to practice their math facts. The picture shows the total number of flash cards. Each student took the same number of flash cards. What is the number of flash cards each student took?	13	15	70	60		In math class 5 students split up 65 flash cards to practice their math facts. The picture shows the total number of flash cards. Each student took the same number of flash cards. What is the number of flash cards each student took? 13 15 70 60
5045	TX	2018.0	3	Data Analysis and Personal Financial Literacy	3.9(A)		0	Nina works for a restaurant. The restaurant pays her every week for the work she does. Some weeks she works more hours than other weeks. Which statement is most likely true?	When Nina works fewer hours, she earns more income from the restaurant.	When Nina works more hours, she earns more income from the restaurant.	When Nina works more hours, the restaurant gets less labor from her.	When Nina works fewer hours, the restaurant gets more labor from her.		Nina works for a restaurant. The restaurant pays her every week for the work she does. Some weeks she works more hours than other weeks. Which statement is most likely true? When Nina works fewer hours, she earns more income from the restaurant. When Nina works more hours, she earns more income from the restaurant. When Nina works more hours, the restaurant gets less labor from her. When Nina works fewer hours, the restaurant gets more labor from her.
5046	TX	2018.0	3	Geometry	3.6(A)		0	The figures shown can be sorted into groups. Which list shows a correct way to group the figures?	2 prisms, 1 cone, 2 cylinders, and 1 pyramid	3 prisms, 1 cone, and 2 cylinders	2 prisms, 2 cylinders, 1 sphere, and 1 cube	3 prisms, 1 cylinder, and 2 cones		The figures shown can be sorted into groups. Which list shows a correct way to group the figures? 2 prisms, 1 cone, 2 cylinders, and 1 pyramid 3 prisms, 1 cone, and 2 cylinders 2 prisms, 2 cylinders, 1 sphere, and 1 cube 3 prisms, 1 cylinder, and 2 cones
5047	TX	2018.0	3	Operations and Algebraic Thinking	3.5(D)		0	What number goes in the __ to make the equation true? __ ÷ 11 = 9	99	91	20	2		What number goes in the __ to make the equation true? __ ÷ 11 = 9 99 91 20 2
5048	TX	2018.0	3	Operations and Algebraic Thinking	3.5(A)		0	Tyrese had 572 baseball cards. He sold some of the baseball cards and then had 98 baseball cards left. Which equation could NOT be used to find the number of baseball cards Tyrese sold?	572 - __ = 98	572 - 98 = __	98 + __ = 572	98 + 572 = __		Tyrese had 572 baseball cards. He sold some of the baseball cards and then had 98 baseball cards left. Which equation could NOT be used to find the number of baseball cards Tyrese sold? 572 - __ = 98 572 - 98 = __ 98 + __ = 572 98 + 572 = __
5049	TX	2018.0	3	Operations and Algebraic Thinking	3.4(K)		0	A group of 64 children and 24 adults will travel to a zoo in vans. There will be 8 people in each van. How many vans will be needed to take the group to the zoo?	11	80	8	5		A group of 64 children and 24 adults will travel to a zoo in vans. There will be 8 people in each van. How many vans will be needed to take the group to the zoo? 11 80 8 5
5050	TX	2018.0	3	Geometry	3.7(D)		0	A container of liquid laundry detergent at a grocery store is marked with the volume of detergent inside. Which unit of measurement could be marked on the container?	Kilograms	Meters	Pounds	Liters		A container of liquid laundry detergent at a grocery store is marked with the volume of detergent inside. Which unit of measurement could be marked on the container? Kilograms Meters Pounds Liters
5051	TX	2018.0	3	Operations and Algebraic Thinking	3.5(C)		0	Hakeem received 13 phone calls on Tuesday. This expression can be used to show the number of phone calls he received on Saturday. 13 × 4 Which statement is true?	Hakeem received 4 more phone calls on Saturday than he received on Tuesday.	Hakeem received 4 more phone calls on Tuesday than he received on Saturday.	Hakeem received 4 times as many phone calls on Saturday as he received on Tuesday.	Hakeem received 4 times as many phone calls on Tuesday as he received on Saturday.		Hakeem received 13 phone calls on Tuesday. This expression can be used to show the number of phone calls he received on Saturday. 13 × 4 Which statement is true? Hakeem received 4 more phone calls on Saturday than he received on Tuesday. Hakeem received 4 more phone calls on Tuesday than he received on Saturday. Hakeem received 4 times as many phone calls on Saturday as he received on Tuesday. Hakeem received 4 times as many phone calls on Tuesday as he received on Saturday.
5052	TX	2018.0	3	Numerical Representations and Relationships	3.2(A)		0	The expanded notation of a number is shown. (9 × 10,000) + (4 × 100) + (1 × 10) What is the standard form of this number?	9410	94010	90401	90410		The expanded notation of a number is shown. (9 × 10,000) + (4 × 100) + (1 × 10) What is the standard form of this number? 9410 94010 90401 90410
5053	TX	2018.0	3	Operations and Algebraic Thinking	3.4(A)		0	Elisha listed the amounts she paid for guitar lessons for three months.  • February: $78  • March: $90  • April: $156 What is the amount Elisha paid for guitar lessons for these three months?	314	324	114	325		Elisha listed the amounts she paid for guitar lessons for three months.  • February: $78  • March: $90  • April: $156 What is the amount Elisha paid for guitar lessons for these three months? 314 324 114 325
5054	TX	2018.0	3	Geometry	3.7(B)		1	Gretchen made this table to show the side lengths and perimeters of three figures. What mistake, if any, did Gretchen make?	The perimeter of the rectangle should be 24 yards.	The perimeter of the square should be 36 yards.	The perimeter of the triangle should be 20 yards.	Gretchen did not make any mistakes in the table.		Gretchen made this table to show the side lengths and perimeters of three figures. What mistake, if any, did Gretchen make? The perimeter of the rectangle should be 24 yards. The perimeter of the square should be 36 yards. The perimeter of the triangle should be 20 yards. Gretchen did not make any mistakes in the table.
5055	TX	2018.0	3	Numerical Representations and Relationships	3.2(B)		1	Which of these models represent the same number?	Model X and Model Y, because 20 ones is equivalent to 20 tens.	Model X and Model Z, because 20 ones is equivalent to 2 hundreds.	Model Y and Model Z, because 20 tens is equivalent to 2 hundreds.	None of these		Which of these models represent the same number?   Model X and Model Y, because 20 ones is equivalent to 20 tens. Model X and Model Z, because 20 ones is equivalent to 2 hundreds. Model Y and Model Z, because 20 tens is equivalent to 2 hundreds. None of these
5056	TX	2018.0	3	Numerical Representations and Relationships	3.3(H)		1	The number lines model two different fractions.   Which comparison of these fractions is true?	1/2  > 1/1	2/8 > 1/8	1/8 = 2/8	2/8 < 1/8		The number lines model two different fractions.   Which comparison of these fractions is true?   1/2  > 1/1 2/8 > 1/8 1/8 = 2/8 2/8 < 1/8
5057	TX	2018.0	3	Operations and Algebraic Thinking	3.5(E)		1	The table shows the relationship between the number of toy airplanes made in a factory and the number of batteries needed for the airplanes.   Based on the relationship shown in the table, which statement is true?	The number of batteries is equal to the number of toy airplanes times 3.	The number of batteries is equal to the number of toy airplanes times 2.	The number of batteries is equal to the number of toy airplanes times 6.	The number of batteries is equal to the number of toy airplanes times 5.		The table shows the relationship between the number of toy airplanes made in a factory and the number of batteries needed for the airplanes.   Based on the relationship shown in the table, which statement is true? The number of batteries is equal to the number of toy airplanes times 3. The number of batteries is equal to the number of toy airplanes times 2. The number of batteries is equal to the number of toy airplanes times 6. The number of batteries is equal to the number of toy airplanes times 5.
5058	TX	2018.0	3	Numerical Representations and Relationships	3.3(F)		1	Four fraction models are shown.   Which two models are shaded to show equivalent fractions?	Models 1 and 2	Models 1 and 3	Models 2 and 4	Models 2 and 3		Four fraction models are shown.   Which two models are shaded to show equivalent fractions? Models 1 and 2 Models 1 and 3 Models 2 and 4 Models 2 and 3
5059	TX	2018.0	3	Geometry	3.7(B)		1	A rectangular business card is shown. Use the ruler provided to measure the length and width of the business card to the nearest centimeter.   Which measurement is closest to the perimeter of the business card in centimeters?	14 cm	28 cm	45 cm	32 cm		A rectangular business card is shown. Use the ruler provided to measure the length and width of the business card to the nearest centimeter.   Which measurement is closest to the perimeter of the business card in centimeters? 14 cm 28 cm 45 cm 32 cm
