	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
5166	TX	2018.0	7	Ratios and Proportional Relationships	7.6(G)		1	Ursula surveyed 50 classmates about their favorite ice cream flavors. Each classmate chose one flavor. The results are shown in the circle graph. How many more of Ursula’s classmates chose chocolate than chose vanilla?	8	6	34	16		Ursula surveyed 50 classmates about their favorite ice cream flavors. Each classmate chose one flavor. The results are shown in the circle graph. How many more of Ursula’s classmates chose chocolate than chose vanilla? 8 6 34 16
5167	TX	2018.0	7	Expressions and Equations	7.9(A)		1	The dimensions of a triangular prism are shown in the diagram.   What is the volume of the triangular prism in cubic centimeters?	1,360 cm^3	408 cm^3	1,632 cm^3	816 cm^3		The dimensions of a triangular prism are shown in the diagram.   What is the volume of the triangular prism in cubic centimeters? 1,360 cm^3 408 cm^3 1,632 cm^3 816 cm^3
5168	TX	2018.0	7	Measurement and Data	7.12(A)		1	The dot plots show the numbers of miles Ian skated on several days in two different months.   Which statement is supported by the information in the dot plots?	The least number of miles Ian skated on a day in July is greater than the least number of miles Ian skated on a day in August.	The median number of miles Ian skated each day in July is greater than the median number of miles Ian skated each day in August.	The mode of the number of miles Ian skated each day in July is less than the mode of the number of miles Ian skated each day in August.	The range of the number of miles Ian skated each day in July is less than the range of the number of miles Ian skated each day in August.		The dot plots show the numbers of miles Ian skated on several days in two different months.   Which statement is supported by the information in the dot plots? The least number of miles Ian skated on a day in July is greater than the least number of miles Ian skated on a day in August. The median number of miles Ian skated each day in July is greater than the median number of miles Ian skated each day in August. The mode of the number of miles Ian skated each day in July is less than the mode of the number of miles Ian skated each day in August. The range of the number of miles Ian skated each day in July is less than the range of the number of miles Ian skated each day in August.
5169	TX	2018.0	7	Expressions and Equations	7.9(C)		1	The top surface of a desk is composed of 2 rectangles and a triangle. Some side lengths of the top surface of the desk are shown. 2  What is the area of the top surface of the desk in square feet?	9.75 ft^2	8.625 ft^2	7.50 ft^2	9.375 ft^2		The top surface of a desk is composed of 2 rectangles and a triangle. Some side lengths of the top surface of the desk are shown. 2  What is the area of the top surface of the desk in square feet? 9.75 ft^2 8.625 ft^2 7.50 ft^2 9.375 ft^2
5170	TX	2018.0	7	Ratios and Proportional Relationships	7.6(H)		1	The manager of a movie theater randomly surveyed 50 people who entered the movie theater on Friday. The manager asked about the type of movie each person preferred. The results of the survey are shown in the table. Based on the results in the table, which statement about a person who will go to this theater next Friday is true?	The person is three times as likely to prefer comedy as horror.	The person is twice as likely to prefer drama as horror.	The person is less likely to prefer horror or drama than action.	The person is more likely to prefer horror or comedy than action or drama.		The manager of a movie theater randomly surveyed 50 people who entered the movie theater on Friday. The manager asked about the type of movie each person preferred. The results of the survey are shown in the table. Based on the results in the table, which statement about a person who will go to this theater next Friday is true? The person is three times as likely to prefer comedy as horror. The person is twice as likely to prefer drama as horror. The person is less likely to prefer horror or drama than action. The person is more likely to prefer horror or comedy than action or drama.
5171	TX	2018.0	7	Ratios and Proportional Relationships	7.5(C)		1	The diagram shows a door that has a window in it. The front faces of the door and the window are similar rectangles that have the dimensions shown. What is h, the height of the window in centimeters?	66 cm	186 cm	150 cm	Not here		The diagram shows a door that has a window in it. The front faces of the door and the window are similar rectangles that have the dimensions shown. What is h, the height of the window in centimeters? 66 cm 186 cm 150 cm Not here
5172	TX	2018.0	7	Measurement and Data	7.12(B)		1	The manager of a music store surveyed a random sample of customers who shop in the store about their favorite type of music. The table shows the number of customers who selected each type of music. Based on the information in the table, which inference about the favorite type of music of all the customers who shop in the music store appears to be valid?	They are certain to select rock or pop music.	They are less likely to select country or rap music than rock music.	They are more likely to select country music than jazz, classical, or rap music.	They are certain to select any type of music other than jazz music.		The manager of a music store surveyed a random sample of customers who shop in the store about their favorite type of music. The table shows the number of customers who selected each type of music. Based on the information in the table, which inference about the favorite type of music of all the customers who shop in the music store appears to be valid?   They are certain to select rock or pop music.  They are less likely to select country or rap music than rock music. They are more likely to select country music than jazz, classical, or rap music.  They are certain to select any type of music other than jazz music.
5173	TX	2018.0	7	Expressions and Equations	7.9(B)		1	A company’s logo was designed using circles of 3 different sizes. The diameters of two of the circles are shown.  Which measurement is closest to the area of the largest circle in square centimeters?	56.52 cm^2	141.30 cm^2	1,017.36 cm^2	254.34 cm^2		A company’s logo was designed using circles of 3 different sizes. The diameters of two of the circles are shown.  Which measurement is closest to the area of the largest circle in square centimeters?  56.52 cm^2 141.30 cm^2 1,017.36 cm^2 254.34 cm^2
5174	TX	2018.0	7	Ratios and Proportional Relationships	7.6(I)		1	A number cube with faces labeled from 1 to 6 was rolled 20 times. Each time the number cube was rolled, the number showing on the top face was recorded. The table shows the results.  Based on these results, what is the experimental probability that the next time the number cube is rolled it will land with 5 or 6 showing on the top face?	2 / 5	3 / 20	1 / 3	3 / 5		A number cube with faces labeled from 1 to 6 was rolled 20 times. Each time the number cube was rolled, the number showing on the top face was recorded. The table shows the results.  Based on these results, what is the experimental probability that the next time the number cube is rolled it will land with 5 or 6 showing on the top face?   2 / 5  3 / 20  1 / 3  3 / 5
5175	TX	2018.0	7	Expressions and Equations	7.11(A)		1	The model represents an equation.  What is the solution for this equation?	x = 3	x = 15	x = 5	x = 1		The model represents an equation.  What is the solution for this equation? x = 3 x = 15 x = 5 x = 1
5176	TX	2018.0	7	Personal Financial Literacy	7.13(C)		1	The table shows Peter’s net worth statement. Assets are shown as positive numbers, and liabilities are shown as negative numbers. The value of Peter’s house is not given.  Based on the information in the table, what is the current value of Peter’s house?	58600	78300	98000	82100		The table shows Peter’s net worth statement. Assets are shown as positive numbers, and liabilities are shown as negative numbers. The value of Peter’s house is not given.  Based on the information in the table, what is the current value of Peter’s house? 58600 78300 98000 82100
5177	TX	2018.0	7	Ratios and Proportional Relationships	7.6(G)		1	The bar graph shows a company’s income and expenses over the last 5 years.   Which statement is supported by the information in the graph?	Expenses have increased $200,000 each year over the last 5 years.	The income in Year 5 was twice the income in Year 1.	The combined income in Years 1, 2, and 3 was equal to the combined expenses in Years 1, 2, and 3.	The combined expenses in Years 3 and 4 were $300,000 more than the combined income in Years 3 and 4.		The bar graph shows a company’s income and expenses over the last 5 years.   Which statement is supported by the information in the graph?  Expenses have increased $200,000 each year over the last 5 years. The income in Year 5 was twice the income in Year 1.  The combined income in Years 1, 2, and 3 was equal to the combined expenses in Years 1, 2, and 3.  The combined expenses in Years 3 and 4 were $300,000 more than the combined income in Years 3 and 4.
5178	TX	2018.0	7	Expressions and Equations	7.9(C)		1	The figure shown was created by placing the vertices of a square on the circle. Use the ruler provided to measure the dimensions of the square and the circle to the nearest centimeter. Which measurement is closest to the area of the shaded region of the figure in square centimeters?	17.6 cm^2	265.0 cm^2	29.5 cm^2	127.5 cm^2		The figure shown was created by placing the vertices of a square on the circle. Use the ruler provided to measure the dimensions of the square and the circle to the nearest centimeter. Which measurement is closest to the area of the shaded region of the figure in square centimeters?  17.6 cm^2  265.0 cm^2 29.5 cm^2 127.5 cm^2
